產品交易價量走勢圖,,
"平均價：元/公斤
交易量：　 公斤",,
交易日期,平均價,交易量
104年01月,15.2 ,323087.0 
104年02月,10.2 ,254550.0 
104年03月,11.4 ,409349.0 
104年04月,13.8 ,461493.0 
104年05月,13.6 ,478085.0 
104年06月,25.7 ,314206.0 
104年07月,13.5 ,432305.0 
104年08月,35.6 ,281596.0 
104年09月,33.6 ,325624.0 
104年10月,37.1 ,402038.0 
104年11月,21.5 ,346240.0 
104年12月,12.2 ,450520.0 
105年01月,21.0 ,356164.0 
105年02月,58.3 ,129146.0 
105年03月,32.6 ,383100.0 
105年04月,19.2 ,436191.0 
105年05月,13.5 ,419794.0 
105年06月,20.6 ,373222.0 
105年07月,27.5 ,382810.0 
105年08月,15.9 ,524028.0 
105年09月,27.7 ,429439.0 
105年10月,47.5 ,410980.0 
105年11月,19.3 ,716852.0 
105年12月,14.8 ,509688.0 
106年01月,9.3 ,375436.0 
106年02月,13.7 ,378571.0 
106年03月,10.4 ,479569.0 
106年04月,11.0 ,480739.0 
106年05月,12.4 ,498109.0 
106年06月,34.5 ,389312.0 
106年07月,19.2 ,576955.0 
106年08月,25.0 ,544630.0 
106年09月,18.8 ,584805.0 
106年10月,22.9 ,655007.0 
106年11月,29.4 ,458550.0 
106年12月,18.4 ,557527.0 
107年01月,16.6 ,571385.0 
107年02月,14.2 ,417912.0 
107年03月,11.6 ,499110.0 
107年04月,11.7 ,455125.0 
107年05月,10.5 ,551950.0 
107年06月,17.3 ,479167.0 
107年07月,29.5 ,407425.0 
107年08月,14.2 ,653591.0 
107年09月,34.3 ,541316.0 
107年10月,11.4 ,658798.0 
107年11月,15.2 ,546801.0 
107年12月,19.3 ,432659.0 
108年01月,12.3 ,520639.0 
108年02月,14.5 ,397248.0 
108年03月,31.2 ,416905.0 
108年04月,14.4 ,540968.0 
108年05月,16.2 ,728255.0 
108年06月,23.3 ,514259.0 
108年07月,26.4 ,505723.0 
108年08月,26.6 ,572398.0 
108年09月,26.9 ,489819.0 
108年10月,12.6 ,590640.0 
108年11月,17.9 ,458796.0 
108年12月,23.7 ,425427.0 
109年01月,15.2 ,459272.0 
109年02月,13.7 ,539666.0 
109年03月,9.9 ,528910.0 
109年04月,19.5 ,427826.0 
109年05月,13.2 ,579660.0 
109年06月,30.3 ,430157.0 
109年07月,14.7 ,556402.0 
109年08月,32.2 ,441542.0 
109年09月,14.1 ,659355.0 
109年10月,14.3 ,657692.0 
109年11月,36.9 ,343339.0 
109年12月,18.8 ,530504.0 
110年01月,24.1 ,499118.0 
110年02月,10.9 ,360628.0 
110年03月,12.2 ,519042.0 
110年04月,14.4 ,450226.0 
110年05月,11.7 ,495558.0 
110年06月,34.6 ,336971.0 
110年07月,21.2 ,450949.0 
110年08月,39.5 ,411249.0 
110年09月,24.8 ,438128.0 
110年10月,26.4 ,507446.0 
110年11月,17.3 ,518527.0 
110年12月,17.4 ,486645.0 
111年01月,19.4 ,360260.0 
111年02月,35.7 ,248662.0 
111年03月,24.5 ,459840.0 
111年04月,15.7 ,574282.0 
111年05月,19.9 ,517111.0 
111年06月,28.3 ,426115.0 
111年07月,26.1 ,482033.0 
111年08月,26.6 ,510253.0 
111年09月,31.0 ,493587.0 
111年10月,21.8 ,560560.0 
111年11月,26.4 ,474064.0 
111年12月,46.9 ,378659.0 
112年01月,21.3 ,410947.0 
112年02月,11.9 ,518524.0 
112年03月,13.1 ,494724.0 
112年04月,21.9 ,407345.0 
112年05月,16.1 ,540858.0 
112年06月,20.0 ,433844.0 
112年07月,37.6 ,368577.0 
112年08月,35.4 ,533713.0 
112年09月,32.8 ,508672.0 
112年10月,39.7 ,415521.0 
112年11月,19.2 ,547972.0 
112年12月,23.2 ,448288.0 
113年01月,14.4 ,454190.0 
113年02月,18.5 ,309634.0 
113年03月,32.9 ,342724.0 
113年04月,15.0 ,530424.0 
113年05月,33.4 ,435084.0 
113年06月,17.1 ,494349.0 
113年07月,44.0 ,351621.0 
113年08月,48.5 ,358101.0 
113年09月,30.7 ,460158.0 
113年10月,48.8 ,378658.0 
113年11月,48.2 ,439529.0 
113年12月,24.0 ,544937.0 
114年01月,10.6 ,457446.0 
114年02月,14.3 ,424902.0 
114年03月,15.5 ,502402.0 
114年04月,10.7 ,539458.0 
114年05月,13.1 ,524968.0 
114年06月,26.9 ,367198.0 
114年07月,35.7 ,460157.0 
114年08月,35.6 ,424842.0 
114年09月,15.7 ,564847.0 
114年10月,48.0 ,317423.0 
114年11月,13.6 ,663955.0 
114年12月,11.7 ,154902.0 
